Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Charge Group Description,Arrest Type Code,Charge Description,Address,Cross Street,Location
190113261,5/8/2019,1955,1,Central,185,19,F,,M,,1100    SANTEE                       ST,,"(34.0378, -118.2561)"
191510479,5/4/2019,930,15,N Hollywood,1547,24,M,Miscellaneous Other Violations,M,ILLEGAL POSSESSION OF SHOPPING CART,MAGNOLIA                     BL,TUJUNGA                      AV,"(34.1649, -118.379)"
190611519,5/2/2019,2340,6,Hollywood,636,20,M,,I,,1700    VINE                         ST,,"(34.1034, -118.3325)"
190611532,5/3/2019,1550,6,Hollywood,646,26,M,,I,,HOLLYWOOD                    BL,LAS PALMAS,"(34.1016, -118.3361)"
191709770,4/20/2019,2100,17,Devonshire,1715,17,M,,I,,ZELZAH                       AV,STALLION MEADOW,"(34.2907, -118.5285)"
5614201,4/29/2019,950,6,Hollywood,645,32,M,Robbery,F,ROBBERY,EL CERRITO,YUCCA,"(34.1028, -118.3448)"
190611330,4/26/2019,1930,6,Hollywood,666,27,M,Liquor Laws,I,DRINKING ALCOHOL,CAHUENGA                     BL,SELMA,"(34.0944, -118.3277)"
5618394,5/3/2019,150,13,Newton,1353,32,M,Miscellaneous Other Violations,O,PETITION TO REVOKE PRCS,51ST,SAN PEDRO,"(34.0037, -118.2609)"
5622005,5/7/2019,530,12,77th Street,1245,20,M,Burglary,F,BURGLARY,6600 S  NORMANDIE                    AV,,"(33.9792, -118.3003)"
5622673,5/8/2019,202,17,Devonshire,1797,27,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,PARTHENIA,HAYVENHURST,"(34.2285, -118.4939)"
5620288,5/5/2019,30,3,Southwest,356,36,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,JEFFERSON                    BL,WESTERN                      AV,"(34.0256, -118.3089)"
5622104,5/7/2019,1020,13,Newton,1371,25,M,Robbery,F,ROBBERY,5400    BROADWAY                     ST,,"(33.9933, -118.2783)"
5621567,5/6/2019,1330,19,Mission,1903,43,F,Miscellaneous Other Violations,O,VIOLATION OF PAROLE,14400    OLIVE VIEW                   DR,,"(34.3271, -118.4498)"
5621663,5/6/2019,1700,12,77th Street,1249,57,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 DRUGS/ALCOHL,FIGUEROA                     ST,70TH                         ST,"(33.9761, -118.2827)"
5619419,5/3/2019,2350,4,Hollenbeck,423,45,M,Other Assaults,M,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,ALHAMBRA                     AV,SICHEL,"(34.064, -118.2128)"
190910389,4/29/2019,955,9,Van Nuys,923,45,M,Liquor Laws,M,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,6600    VAN NUYS                     BL,,"(34.1903, -118.4574)"
191510484,5/3/2019,1410,15,N Hollywood,1524,56,M,,M,,LAUREL CANYON                BL,ERWIN,"(34.183, -118.3965)"
5623281,5/8/2019,1130,16,Foothill,1675,50,M,Miscellaneous Other Violations,F,PAROLE WARRANT,9100    GLENOAKS                     BL,,"(34.2345, -118.3713)"
5620207,5/4/2019,2130,14,Pacific,1483,51,M,Aggravated Assault,F,"INJURING A SPOUSE/COHABITANT, ETC W/PRIOR",7100 W  91ST                         ST,,"(33.9564, -118.4181)"
5618623,5/3/2019,443,12,77th Street,1249,24,F,Prostitution/Allied,M,PROSTITUTION,69TH                         ST,FIGUEROA,"(33.9774, -118.2827)"
191411809,5/5/2019,1610,14,Pacific,1413,31,M,,I,,3RD,ROSE,"(33.997, -118.4761)"
5616910,5/1/2019,1730,20,Olympic,2024,24,F,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,6TH,OXFORD,"(34.0635, -118.3078)"
5622686,5/8/2019,20,12,77th Street,1233,48,M,Miscellaneous Other Violations,M,REFUSE TO LEAVE PROPERTY UPON REQUEST P.O.,1800 W  SLAUSON                      AV,,"(33.9892, -118.3089)"
5616152,4/30/2019,2300,3,Southwest,338,19,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,VERMONT,28TH                         ST,"(34.0268, -118.2896)"
192010339,5/4/2019,5,20,Olympic,2071,25,M,Prostitution/Allied,M,PROSTITUTION,15TH,WESTERN,"(34.0454, -118.309)"
5619758,5/4/2019,1230,3,Southwest,376,21,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,1400 W  38TH                         ST,,"(34.0173, -118.3016)"
5620884,5/5/2019,2055,11,Northeast,1171,26,M,Narcotic Drug Laws,F,POSSESSION CONTROLLED SUBSTANCE FOR SALE,SUNSET,MALTMAN,"(34.0897, -118.2769)"
190211044,5/9/2019,1740,2,Rampart,245,32,M,,I,,2200 W  6TH                          ST,,"(34.0601, -118.2761)"
5620769,5/5/2019,1950,18,Southeast,1822,38,M,Driving Under Influence,M,DUI OF ALCOHOL & DRUG,94TH                         ST,MAIN                         ST,"(33.951, -118.2739)"
190611340,5/6/2019,1320,6,Hollywood,647,34,M,Miscellaneous Other Violations,M,GIVE TOBACCO/SMOKG PARAPHERNALIA MINR <18,6000 W  SUNSET                       BL,,"(34.0998, -118.3211)"
5621250,5/6/2019,1145,14,Pacific,1474,17,F,Miscellaneous Other Violations,O,WARRANT ARREST/MINOR,PENMATE,SUPERBA,"(33.9667, -118.4181)"
190910682,5/10/2019,1000,9,Van Nuys,941,52,M,Fraud/Embezzlement,M,THEFT OF UTILITY SERVICES EXCEEDING $400,VESPER                       AV,OXNARD                       ST,"(34.1794, -118.4509)"
5621030,5/6/2019,357,21,Topanga,2177,26,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,DE SOTO                      AV,VICTORY                      BL,"(34.174, -118.5888)"
190409424,5/4/2019,1900,4,Hollenbeck,464,23,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,200 N  SOTO                         ST,,"(34.0445, -118.2116)"
191110014,5/1/2019,1455,11,Northeast,1177,48,M,Drunkeness,M,DRINKING IN PUBLIC,AVENUE 26,HURON,"(34.0853, -118.224)"
5622306,5/7/2019,1455,2,Rampart,245,31,M,Miscellaneous Other Violations,M,FTA AFTER WRITTEN PROMISE,2200 W  6TH                          ST,,"(34.0601, -118.2761)"
5619352,5/3/2019,2140,1,Central,162,39,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,FIGUEROA,9TH                          ST,"(34.0462, -118.2628)"
5623279,5/8/2019,1100,1,Central,155,43,M,Miscellaneous Other Violations,M,CONTEMPT OF COURT - DISOBEY COURT ORDER,5TH,WALL                         ST,"(34.0449, -118.2458)"
191900745,5/10/2019,2040,19,Mission,1963,45,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,WOODMAN,VAN NUYS,"(34.2485, -118.4491)"
191110177,5/8/2019,1035,11,Northeast,1162,27,M,Narcotic Drug Laws,M,POSSESSION OF CONTROLLED SUBSTANCE,SUNSET,CORONADO,"(34.0947, -118.2877)"
5621917,5/7/2019,221,19,Mission,1999,27,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,CANTARA                      ST,WOODMAN                      AV,"(34.2196, -118.4319)"
191709769,4/20/2019,2100,17,Devonshire,1715,18,M,,I,,ZELZAH,STALLION MEA,"(34.2904, -118.5227)"
5619761,5/4/2019,1320,17,Devonshire,1798,79,M,Against Family/Child,M,DISOBEY DOMESTIC RELATIONS COURT ORDER,15900    SUNBURST                     ST,,"(34.2346, -118.4796)"
191510743,5/9/2019,940,15,N Hollywood,1585,53,M,Miscellaneous Other Violations,M,ENTER/REMAIN ON POSTED PROPERTY,VINELAND,BLUFFSIDE,"(34.1429, -118.3703)"
190113177,5/6/2019,1040,1,Central,171,39,M,,M,,OLYMPIC,HARBOR                       FY,"(34.0467, -118.2687)"
5620428,5/5/2019,445,17,Devonshire,1793,30,M,Fraud/Embezzlement,F,PERJURY (DEFINITION),PARTHENIA,VANALDEN,"(34.2283, -118.5492)"
5620370,5/5/2019,229,10,West Valley,1079,43,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,HASKELL                      AV,VENTURA                      FY,"(34.157, -118.4749)"
5620953,5/5/2019,2350,3,Southwest,375,17,F,Robbery,F,ATTEMPT - ROBBERY,WESTERN                      AV,39TH                         PL,"(34.0137, -118.3089)"
190509631,5/8/2019,1550,5,Harbor,521,18,M,Disorderly Conduct,M,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUENE,EMDEN                        ST,FIGUEROA                     PL,"(33.7755, -118.2803)"
5619064,5/3/2019,840,19,Mission,1924,39,F,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,POLK                         ST,SAN FERNANDO                 RD,"(34.2963, -118.4624)"
5621102,5/5/2019,2015,7,Wilshire,765,21,M,Weapon (carry/poss),F,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,RIMPAU                       BL,VENICE                       BL,"(34.0496, -118.3425)"
5618150,5/2/2019,1850,14,Pacific,1407,71,M,Other Assaults,F,TERRORIZE CAUSING FEAR,3500 S  VINTON                       AV,,"(34.027, -118.4074)"
5619584,5/4/2019,250,4,Hollenbeck,467,24,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,400 S  SAVANNAH                     ST,,"(34.0377, -118.2053)"
190312470,5/7/2019,1100,3,Southwest,362,26,M,,I,,3700    CHESAPEAKE                   AV,,"(34.017, -118.3477)"
190113149,5/8/2019,1500,1,Central,145,23,F,,M,,400 S  LOS ANGELES                  ST,,"(34.0471, -118.2474)"
5623399,5/8/2019,1315,11,Northeast,1102,75,F,Larceny,M,THEFT FROM VEHICLE,2900    LOS FELIZ                    BL,,"(34.1367, -118.2713)"
190113219,5/9/2019,1700,1,Central,145,25,F,,M,,400 S  LOS ANGELES                  ST,,"(34.0471, -118.2474)"
5619675,5/4/2019,935,13,Newton,1307,55,M,Miscellaneous Other Violations,M,FTA AFTER WRITTEN PROMISE,7TH                          ST,CERES,"(34.038, -118.243)"
191510541,5/6/2019,1430,15,N Hollywood,1526,49,M,,M,,6000    LANKERSHIM                   BL,,"(34.1794, -118.3834)"
5619880,5/4/2019,1700,11,Northeast,1151,39,M,Narcotic Drug Laws,M,UNDER INFLUENCE CNTL SUB,SUNSET,VERMONT,"(34.0982, -118.2918)"
190611301,4/20/2019,2149,6,Hollywood,645,24,M,,I,,HOLLYWOOD                    BL,HIGHLAND                     AV,"(34.1016, -118.3387)"
5622089,5/7/2019,825,15,N Hollywood,1586,21,M,Other Assaults,F,OBSTRUCT/RESIST EXECUTIVE OFFICER,3800    LANKERSHIM                   BL,,"(34.1425, -118.3643)"
5623338,5/8/2019,1355,9,Van Nuys,985,26,M,Larceny,M,SHOPLIFTING,4500    VAN NUYS                     BL,,"(34.153, -118.4487)"
190611293,4/20/2019,2045,6,Hollywood,636,40,M,,I,,6500    HOLLYWOOD                    BL,,"(34.1034, -118.3325)"
190112944,5/2/2019,1330,1,Central,158,63,M,Liquor Laws,M,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,6TH                          ST,CROCKER,"(34.0395, -118.2405)"
191709682,5/1/2019,2155,17,Devonshire,1775,20,M,Miscellaneous Other Violations,M,PARK REGULATIONS,17100    NORDHOFF                     ST,,"(34.2394, -118.5112)"
5621794,5/6/2019,2140,1,Central,156,29,M,Moving Traffic Violations,M,DRIVE PRIV SUSPEND/REVKD AFTER PRIOR OFFN,5TH                          ST,CROCKER                      ST,"(34.0437, -118.2455)"
5619557,5/4/2019,325,8,West LA,853,62,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,SAN DIEGO                    FY,SANTA MONICA                 BL,"(34.047, -118.4466)"
5619917,5/4/2019,1650,21,Topanga,2139,43,F,Prostitution/Allied,M,PROSTITUTION,20200    SHERMAN                      WY,,"(34.2012, -118.5732)"
190910390,4/30/2019,910,9,Van Nuys,989,37,M,Liquor Laws,M,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,13400    MOORPARK                     ST,,"(34.1504, -118.4249)"
5619910,5/4/2019,1805,1,Central,111,45,F,Other Assaults,M,BATTERY ON PERSON,200    ORD                          ST,,"(34.0599, -118.2379)"
191412079,5/8/2019,1330,14,Pacific,1412,26,M,,I,,MAIN,CLUB HOUSE,"(33.9909, -118.4731)"
5619200,5/3/2019,1830,12,77th Street,1258,14,M,Robbery,F,ROBBERY,81ST                         ST,SAN PEDRO                    ST,"(33.9713, -118.2739)"
191110117,5/6/2019,1645,11,Northeast,1151,51,M,Drunkeness,M,DRINKING IN PUBLIC***,1500 N  VERMONT                      AV,,"(34.0986, -118.2962)"
5621190,5/6/2019,1000,9,Van Nuys,935,36,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",14400    DELANO                       ST,,"(34.1827, -118.4465)"
5621728,5/6/2019,1740,6,Hollywood,666,20,F,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,LELAND                       WY,VINE                         ST,"(34.0971, -118.3267)"
5622489,5/7/2019,1840,2,Rampart,265,55,M,Narcotic Drug Laws,F,POSS/PURCHASE COCAINE BASE FOR SALE,2000    JAMES M WOOD                 BL,,"(34.0547, -118.2772)"
5623160,5/8/2019,1120,6,Hollywood,666,21,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,CAHUENGA,DELONGPRE,"(34.0944, -118.3277)"
5622633,5/7/2019,2240,21,Topanga,2126,24,F,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,SATICOY,EATON,"(34.2136, -118.5912)"
190611334,4/30/2019,1735,6,Hollywood,645,23,M,,I,,6800    HOLLYWOOD                    BL,,"(34.1016, -118.3387)"
191212910,5/4/2019,400,12,77th Street,1258,18,F,,M,,68TH                         ST,FIGUEROA                     ST,"(33.9713, -118.2739)"
190211112,5/10/2019,1600,2,Rampart,245,23,M,Miscellaneous Other Violations,M,PARK REGULATIONS,2200 W  6TH                          ST,,"(34.0601, -118.2761)"
190611523,5/2/2019,2345,6,Hollywood,636,19,F,,I,,1700    VINE                         ST,,"(34.1034, -118.3325)"
190611526,5/8/2019,1800,6,Hollywood,645,52,M,Liquor Laws,I,DRINKING ALCOHOL,SUNSET                       BL,LA BREA,"(34.098, -118.3441)"
190112879,5/3/2019,1715,1,Central,159,24,M,Liquor Laws,I,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,JESSE,MATEO,"(34.0362, -118.2325)"
191109988,5/5/2019,1230,11,Northeast,1139,47,M,,M,,MARMION,FIGUEROA,"(34.1138, -118.1861)"
190211155,5/4/2019,1330,2,Rampart,265,44,F,,I,,2000    JAMES M WOOD                 BL,,"(34.0547, -118.2772)"
5620266,5/4/2019,2223,2,Rampart,299,37,F,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,HARBOR                       FY,SANTA MONICA                 FY,"(34.0384, -118.2738)"
5619587,5/4/2019,239,11,Northeast,1176,19,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,SAN DIEGO                    FY,RIVERSIDE                    DR,"(34.0904, -118.2345)"
190211171,5/3/2019,1100,2,Rampart,245,72,F,,I,,2200 W  6TH                          ST,,"(34.0601, -118.2761)"
5622388,5/7/2019,1800,18,Southeast,1824,54,M,Miscellaneous Other Violations,M,DRIVE W/O INTERLOCK DEV,CENTRAL                      AV,CENTURY                      BL,"(33.9457, -118.2541)"
191411774,5/5/2019,1215,14,Pacific,1431,30,M,,M,,1300    MAIN                         ST,,"(33.9901, -118.4726)"
5623228,5/8/2019,1100,6,Hollywood,667,13,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",1300 N  BRONSON                      AV,,"(34.0944, -118.318)"
190910384,4/28/2019,1630,9,Van Nuys,941,45,F,Larceny,M,STEAL/OPOSSESS SHOPPING CART,VESPER                       AV,AETNA                        ST,"(34.1802, -118.4509)"
191412062,5/9/2019,1729,14,Pacific,1441,60,M,Liquor Laws,I,DRINKING ALCOHOL,OCEAN FRONT                  WK,WASHINGTON                   BL,"(33.9791, -118.4669)"
190211041,5/9/2019,1820,2,Rampart,245,30,M,,I,,2200 W  6TH                          ST,,"(34.0601, -118.2761)"
190611308,4/20/2019,2105,6,Hollywood,645,27,M,,I,,HOLLYWOOD                    BL,ORANGE                       DR,"(34.1016, -118.3414)"
191709776,5/8/2019,700,17,Devonshire,1723,16,M,,F,,10300    MASON                        AV,,"(34.2573, -118.5798)"
5623472,5/8/2019,1125,14,Pacific,1403,52,M,Miscellaneous Other Violations,F,PAROLE WARRANT,SEPULVEDA                    BL,PALMS                        BL,"(34.0301, -118.4272)"
5620201,5/4/2019,2110,1,Central,156,53,M,Other Assaults,M,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,500    WALL                         ST,,"(34.0449, -118.2458)"
192010335,4/28/2019,1330,20,Olympic,2056,60,M,Miscellaneous Other Violations,M,GIVE TOBACCO/SMOKG PARAPHERNALIA MINR <18,2500 W  PICO                         BL,,"(34.0509, -118.2937)"
5622546,5/7/2019,2205,17,Devonshire,1798,57,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,HASKELL,PARTHENIA,"(34.2283, -118.4764)"
5619439,5/3/2019,2359,9,Van Nuys,926,47,F,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,VICTORY                      BL,HAZELTINE,"(34.1867, -118.44)"
5622127,5/7/2019,1045,1,Central,154,43,M,Other Assaults,F,TERRORIZE CAUSING FEAR,500 S  MAIN                         ST,,"(34.0467, -118.2485)"
5621298,5/6/2019,1130,1,Central,158,55,M,Narcotic Drug Laws,F,POSS/PURCHASE COCAINE BASE FOR SALE,6TH,SAN PEDRO,"(34.0395, -118.2405)"
5622235,5/7/2019,1330,14,Pacific,1494,54,M,Sex (except rape/prst),F,POSSESS OBSCENE MATTER DEPICTING A MINOR,300    WORLD WAY,,"(33.944, -118.4073)"
5620719,5/5/2019,1717,16,Foothill,1641,46,M,Driving Under Influence,M,DUI ALCOHOL/DRUGS ON BICYCLE,VAN NUYS,OMELVENY,"(34.26, -118.4305)"
5621963,5/7/2019,330,21,Topanga,2185,37,F,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,DUMETZ                       RD,TOPANGA CANYON               BL,"(34.1569, -118.6058)"
191510505,4/24/2019,1020,15,N Hollywood,1547,42,M,Liquor Laws,I,DRINKING ALCOHOL,LAUREL CANYON                BL,CHANDLER                     BL,"(34.1673, -118.3816)"
5621580,5/6/2019,1640,9,Van Nuys,935,56,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 DRUGS/ALCOHL,14400    ERWIN                        ST,,"(34.1837, -118.4465)"
5619737,5/4/2019,1200,4,Hollenbeck,423,51,F,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",1700    WORKMAN                      ST,,"(34.0615, -118.214)"
5618205,5/2/2019,1850,19,Mission,1944,25,M,Sex (except rape/prst),M,SOLICIT/ENGAGE LEWD ACT IN PUBLIC VIEW,LAUREL CANYON                BL,BRAND                        BL,"(34.2748, -118.4492)"
5623122,5/8/2019,1102,9,Van Nuys,935,35,M,Other Assaults,M,BATTERY ON NONCOHABITATING FORMER SPOUSE,14400    ERWIN                        ST,,"(34.1837, -118.4465)"
5616106,4/30/2019,2130,6,Hollywood,645,16,M,Weapon (carry/poss),F,CARRY CONCEALED ON PERSON DIRK OR DAGGER,ORANGE,HOLLYWOOD,"(34.1016, -118.3414)"
5619097,5/3/2019,1515,18,Southeast,1806,19,M,Other Assaults,M,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,900 E  91ST                         ST,,"(33.9538, -118.2586)"
5621266,5/6/2019,1300,1,Central,127,24,M,Moving Traffic Violations,M,AID/ABET/ENGAGE IN SPEED CONTEST,100 N  LOS ANGELES                  ST,,"(34.0515, -118.2424)"
5620392,5/5/2019,240,7,Wilshire,706,31,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,MELROSE                      AV,LA BREA                      AV,"(34.0835, -118.3441)"
190211056,5/8/2019,1420,2,Rampart,245,44,M,Liquor Laws,I,DRINKING ALCOHOL,2200 W  6TH                          ST,,"(34.0601, -118.2761)"
190910506,5/8/2019,215,9,Van Nuys,976,53,M,Liquor Laws,I,DRINKING ALCOHOL,WOODMAN,VALLEY HEART,"(34.1536, -118.4259)"
5620286,5/4/2019,2320,18,Southeast,1802,42,F,Burglary,F,BURGLARY:SECOND DEGREE,FIGUEROA,88TH                         PL,"(33.9568, -118.2827)"
191510750,5/9/2019,940,15,N Hollywood,1585,25,M,Miscellaneous Other Violations,M,ENTER/REMAIN ON POSTED PROPERTY,VINELAND,BLUFFSIDE,"(34.1429, -118.3703)"
5620944,5/5/2019,2000,21,Topanga,2129,45,M,Vehicle Theft,F,GRAND THEFT AUTO/HORSE/ETC,ROSCOE,WINNETKA,"(34.2202, -118.571)"
191510500,4/27/2019,730,15,N Hollywood,1563,34,M,Miscellaneous Other Violations,M,ILLEGAL POSSESSION OF SHOPPING CART,LAUREL CANYON                BL,VENTURA                      FY,"(34.1512, -118.3864)"
5618170,5/2/2019,1726,3,Southwest,307,20,M,Other Assaults,M,BATTERY ON PERSON,2500    CRENSHAW                     BL,,"(34.0338, -118.337)"
5619811,5/3/2019,900,12,77th Street,1218,32,M,Burglary,F,BURGLARY,52ND,HOOVER,"(33.9957, -118.2871)"
5619135,5/3/2019,1345,18,Southeast,1822,21,M,Against Family/Child,M,DISOBEY DOMESTIC RELATIONS COURT ORDER,100 E  COLDEN                       AV,,"(33.9492, -118.2739)"
5618674,5/3/2019,850,18,Southeast,1837,43,M,Burglary,F,BURGLARY,COMPTON                      AV,109TH                        ST,"(33.9368, -118.2463)"
5620408,5/5/2019,1,19,Mission,1981,24,M,Weapon (carry/poss),F,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,8600    SEPULVEDA                    BL,,"(34.2267, -118.4704)"
5619572,5/4/2019,215,6,Hollywood,636,15,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,CAHUENGA                     BL,HOLLYWOOD                    BL,"(34.1016, -118.3297)"
5620842,5/5/2019,2050,20,Olympic,2069,19,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,MENLO,OLYMPIC,"(34.0524, -118.2907)"
5622296,5/7/2019,1455,6,Hollywood,622,17,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,MULHOLLAND,PACIFIC VIEW,"(34.1201, -118.3499)"
5621759,5/6/2019,2045,18,Southeast,1863,25,F,Prostitution/Allied,M,PROSTITUTION,119TH,STANFORD,"(33.9247, -118.2622)"
5620512,5/5/2019,758,1,Central,155,34,M,Miscellaneous Other Violations,M,DEFACE/DAMAGE PROPERTY <$400,200 E  6TH                          ST,,"(34.0448, -118.2474)"
5622328,5/7/2019,1530,2,Rampart,275,32,M,Other Assaults,F,OBSTRUCT/RESIST EXECUTIVE OFFICER,OLYMPIC                      BL,ALVARADO,"(34.0517, -118.2798)"
192010250,5/1/2019,936,20,Olympic,2062,37,M,Liquor Laws,M,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,MANHATTAN                    PL,OLYMPIC,"(34.0527, -118.3101)"
191213280,5/3/2019,612,12,77th Street,1203,36,F,Prostitution/Allied,M,PROSTITUTION,49TH                         ST,WESTERN                      AV,"(33.999, -118.3089)"
5617761,5/2/2019,945,1,Central,119,21,M,Other Assaults,M,BATTERY TRANSPORTATION PERSONNEL/PASSENGR,800 N  ALAMEDA                      ST,,"(34.0563, -118.2374)"
5621209,5/6/2019,1040,9,Van Nuys,966,13,M,Other Assaults,F,TERRORIZE CAUSING FEAR,5000    SUNNYSLOPE                   AV,,"(34.1613, -118.4268)"
5623370,5/8/2019,1400,12,77th Street,1249,27,M,Moving Traffic Violations,F,HIT AND RUN RESULTING IN INJURY,66TH                         ST,ESTRELLA                     AV,"(33.9795, -118.2849)"
5617996,5/2/2019,1510,2,Rampart,217,25,M,Aggravated Assault,F,ASSAULT LIKELY TO PRODUCE GBI,ALVARADO                     ST,BELLEVUE                     ST,"(34.0729, -118.2664)"
5618256,5/2/2019,2200,4,Hollenbeck,424,18,M,Receive Stolen Property,M,POSS STOLEN VEH/VES/ETC,3400    MANITOU                      AV,,"(34.072, -118.2052)"
5622370,5/7/2019,1600,20,Olympic,2029,45,M,Aggravated Assault,M,CRUEL TO CHLD:POS INJ/DTH,3100    WILSHIRE                     BL,,"(34.0652, -118.2878)"
5623243,5/8/2019,1100,6,Hollywood,667,13,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",1300 N  BRONSON                      AV,,"(34.0944, -118.318)"
192010242,5/1/2019,840,20,Olympic,2019,15,M,Miscellaneous Other Violations,M,MINOR BUY/ETC TOBACCO/ETC,200 N  WESTMORELAND                 AV,,"(34.0745, -118.2879)"
5620233,5/4/2019,2050,10,West Valley,1023,39,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,19000    KITTRIDGE                    ST,,"(34.1902, -118.5469)"
5621866,5/6/2019,2245,5,Harbor,525,25,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,BAYVIEW,G                            ST,"(33.7739, -118.2678)"
5623348,5/8/2019,1200,2,Rampart,269,35,M,Other Assaults,F,TERRORIZE CAUSING FEAR,8TH,GARLAND,"(34.0496, -118.2677)"
5623424,5/8/2019,1425,1,Central,162,46,F,Miscellaneous Other Violations,F,ARSON OF PROPERTY,800 S  FIGUEROA                     ST,,"(34.0479, -118.2612)"
191709762,5/5/2019,1115,17,Devonshire,1793,32,M,Liquor Laws,I,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,VANALDEN,PARTHENIA,"(34.2283, -118.5492)"
5616000,4/30/2019,1810,18,Southeast,1824,26,M,Other Assaults,F,OBSTRUCT/RESIST EXECUTIVE OFFICER,AVALON,COLDEN,"(33.9493, -118.2652)"
5622458,5/7/2019,1640,9,Van Nuys,941,43,M,Narcotic Drug Laws,M,UNDER INFLUENCE CNTL SUB,OXNARD,SEPULVEDA,"(34.1794, -118.4662)"
5619228,5/3/2019,1815,3,Southwest,357,25,M,Aggravated Assault,F,ADW W/FIREARM,RAYMOND                      AV,36TH                         ST,"(34.0219, -118.2977)"
5619121,5/3/2019,1600,1,Central,128,49,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",SAN PEDRO                    ST,2ND                          ST,"(34.0493, -118.2418)"
5619711,5/4/2019,1135,18,Southeast,1891,50,M,Other Assaults,M,OBSTRUCT/ETC PUB OFCR/ETC,800 W  GARDENA                      ST,,"(33.8817, -118.2891)"
190211165,5/2/2019,1740,2,Rampart,245,34,M,,I,,2200 W  6TH                          ST,,"(34.0601, -118.2761)"
190113204,5/9/2019,1219,1,Central,176,39,F,,M,,700    SAN JULIAN                   ST,,"(34.0412, -118.2474)"
190112938,5/4/2019,1320,1,Central,174,51,M,Drunkeness,M,POSS ALCH BEV ON POSTED PREM,8TH                          ST,SPRING,"(34.0431, -118.2536)"
190509475,5/5/2019,1520,5,Harbor,581,22,M,Disorderly Conduct,M,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUENE,PASEO DEL MAR,WESTERN,"(33.7194, -118.3216)"
190611315,4/20/2019,2025,6,Hollywood,645,28,M,,I,,HOLLYWOOD                    BL,ORANGE                       DR,"(34.1016, -118.3414)"
5619856,5/4/2019,1330,5,Harbor,585,25,F,Other Assaults,M,BATTERY ON PERSON,2300 S  ALMA                         ST,,"(33.7234, -118.299)"
190210954,5/8/2019,1515,2,Rampart,211,19,F,,M,,4500    MELROSE                      AV,,"(34.0836, -118.2978)"
